习惯是一件可怕的事情，尤其是多个因素共同影响，一旦认真就真的认输了；吊儿郎当或许是最好的保护伞，给自己做一个厚厚的外壳，我要躲进我笨笨的小房子～跟YXQ好舒服，她随意的骂我，我们打打闹闹，真好～青岛东营的亲们，烟台也有我的亲了，放心，我好好好的，加油,1
【7月1日起海航新开太原至贵阳西宁直飞航班】一年一度的暑假即将来临，2013年6月29日，从海航太原营业部了解到，为满足高峰期太原及周边城市旅客出行需求，海南航空计划于7月1日起，新开太原——贵阳、太原——西宁直飞航班。太原——贵阳的航班班期为每周一、三、五、日执行。,0
【宝马宣布，由于电池线缆连接器存在问题】有可能导致发动机熄火，将在北美地区召回部分2009-2011年款的宝马Z4，同时部分1系和3系车型也将召回，总计约57万辆。至于国内所售车型是否涉及，目前仍在进一步核实中。,0
#美颜相机iPhone版#分享图片,0
苹果5要出了，哥们很高兴，去年买的苹果5终于可以光明正大的拿出来用了~「转」,1
“我猜中了开头，可惜我猜不着这结局。”还记得《大话西游》中那段凄美的爱情故事吗？还记得那首曾触动心灵的歌曲吗？——《一生所爱》卢冠廷（大话西游片尾曲）http://t.cn/h9P53,0
【HTC谴责三星将零部件供应用作竞争武器】5月30日消息，据台湾科技网站Focus Taiwan报道，HTC近日表示，它从其与三星电子旗下显示屏子公司的面板供应问题中受到了教训，认识到零部件供应可被用作竞争武器。,0
【我常用的APP】微博，用于公共传播，了解民间舆论场；微信，用于团队免费通话；网易新闻，比较犀利；网易公开课，学习用，很受益；QQ音乐，听歌用，同步PC、Ipad和手机；UC浏览器，收藏若干链接，浏览海外网站；WPS Office，看幻灯片用；天气通；全国影讯；小说下载阅读器；有道云笔记；PPTV。,0
三星手机必备移动电源besiter倍斯特免费送喽 地址：http://t.cn/zQPYL9G,0
美摄影师延时记录旧金山黎明迷幻雾景（组图）——【环球网综合报道】英国《每日邮报》7月3日刊登了美国加利福尼亚州摄影师西蒙&#8226;克里斯滕(Simon Christen)拍摄的延时动态视频中的一组照片，展示了旧金山湾地区黎明时的迷幻雾景。 http://t.cn/zQygVdH  （分享自 @新浪科技）,0
【广心新作品 白衣胜雪新雪琪】广心水吉是典型纠结派的作家，梦想当像周星驰那样力求完美的优秀导演。目前是希望在自己有感触的时候多写点好剧本。写过一些神话、玄幻、惊悚短篇小说，口碑不错，经久被转。COS诛仙人物的作品不少。#游戏美女#,1
转基因大豆安全问题再次引发论战_新浪黑龙江新闻_新浪黑龙江 @新浪黑龙江  http://t.cn/zQAgiNq  （分享自 @新浪黑龙江）,0
飞毛腿M80移动电源， 金属外壳有助散熱.，磨砂的手感防滑，非常有型哦！宝贝地址：http://t.cn/zHkLCJX[嘻嘻],1
好女人修炼：1，愤怒的时候，数到30，再说话。2，喜欢的东西自己努力买，不要指望别人送。3，永远不会再有第二个男人像爸爸这样爱你，所以最爱的男人当然是爸爸。4，不要认为找个有钱男人就什么都有了。世界上年轻的女孩子，多的就像货柜上的可乐，喝不喝都无所谓。5，看透的时候，假装没看透。,0
【食物消除口臭】１.香芹有助于消除口中的异味，尤其是烟味；2.酸奶 每天坚持喝酸奶可以降低口腔中的硫化氢含量；3.富含纤维素的蔬果 苹果、胡萝卜和芹菜等蔬果有助分泌大量唾液可清除口腔内食物残渣；4.含大量维C食物 浆果、柑橘、西瓜等富含维C食物能使口腔形成不利细菌生长的环境。,0
我于07-11 10:38在新浪投资广场的模拟炒股中，以30.40元卖出了乐视网(sz300104) 300股。 http://t.cn/zH2pV1i,0
是否有个人，在最美的时光陪伴你？ 巧克力，Cheese，粉红色，浪漫巴黎品酒会。。。 随心走,1
伴随着允在出柜的节奏，我迎来了我的17岁生日，以及你们的短信微博微信等祝福，虽然我早以17岁自居，可我还是多年轻的哈哈，祝我生日快乐还有恭喜我的17岁有你们@咖咖咖啡啡有个HTK @--唐霁-- @龚美琦琦 @Lou_vre @拜珈紫 @李云沛 @儿童节得到小红花的七七  @张膑莹super @everbloomer,1
[围观]清新甜美的灯笼裙，优雅时尚的线条勾勒，精美闪亮的彩色块装饰，精致修身裁剪，自然收腰，兼具线条感与舒适感，高腰设计，拉长腿部曲线→ http://t.cn/zQPiVU9,1
而且梅林分点的那工作人员在这附近臭名远播，这片区域有谁不说他心狠手辣，有谁对他没有抱怨，不然大家怎么都撤掉固定电话，改用手机。据大家反应就是因为他太狡猾奸诈了。一个农村家庭怎么可能一个月要400多的话费@中国电信客服 我在:http://t.cn/zQ7SNdj,-1
电小二苹果5背夹电池 i2500毫安移动电源 移动充电池充电器 活动时间: 2013年06月17日-2013年07月17日 http://t.cn/zQy3oBT,0
跑腿操心的事和你绝缘，买东西靠网购，饿了叫外卖，看病也要电话预约，你的“面朝大海春暖花开4m宽带能叫外卖”的梦想已经实现。你就是都市里的陶渊明 @iPhone频道 @好命在泉州 @厦门大城小事 久居都市里，还不来测测你的懒商值？ http://t.cn/zHEQ3MU,0
#太平洋保险1069微路况##机场航班信息#：截至目前，无锡苏南国际机场进出港航班正常。,0
【孟樸加入世纪互联：民企逆袭】7月5日讯，前摩托摩托罗拉移动中国总裁孟樸加盟世纪互联，另一位有着相似经历的诺基亚前高管赵科林，选择加盟华为终端。一个走向了云端，一个继续留在手机行业，但他们都选择了中国民营企业。他们都看准了一点：中国科技企业的做大以及海外发展。,0
致青春的纸妹们 找到一双真正属于你的夏日清凉单鞋，只一眼便沦陷~~更多美鞋，请戳》》 (链接在评论第一条，淘宝会有很多图片供参考哦),1
我在#网易视频#观看了《猫咪睡午觉遭肥猪骑身狂舔》，http://t.cn/zYK123K，很不错，分享给大家。,1
【传苹果英特尔联合开发iOS手表】据苹果的亚洲供应链传出的消息称，苹果正在开发一款新产品，那款产品不是传闻已经的苹果电视，而是一款手表形的计算产品。早在苹果发布最新iPhone和iPad之前，同样的消息源就传出了相关的消息，事后的事实证明那些消息的可信度是极高的。,0
【《革命机Valvrave》CM视频公开！2013年4月开始放送】由SUNRISE制作的机器人动画《革命机Valvrave》官网公开。同时，官网也公开了该作的CM广告视频，并宣布该作将在明年4月开始放送。,0
简单却不乏味的设计，打破繁重的平庸感，就是喜欢率真的自我，简单中带着大牌的感觉，完美的裁剪让你感觉更加修身。,1
"【大千炒辣蟹】1．用指天椒、辣椒碎、姜、蒜、豆瓣酱、干葱、虾米碎调制成大千酱；2．将早已斩切好的肉蟹放入滚油中炸汁金黄，捞起沥干；3．加入大千酱大火猛炒，将酱汁味道逼入蟹内，出锅前喷上绍兴酒，使香辣味更浓。(关注名厨微信,微信号:mingchuweixin)",0
在这里，体验最真实的中国梦。网易新闻客户端 V3.5新版上线，看新闻、赢积分、换奖品，火速升级幸福感。http://t.cn/aBnKe4,1
日前俄罗斯一只猫妈妈“索尼娅”做出一件令人不可思议的事：它收养了4只成为孤儿的小刺猬，并对这些小刺猬视如己出，和自己生的小猫一同抚养。,0
"看一次笑一次…也纳闷一次…不科学啊 来自 @搞笑囧图App, 苹果和安卓下载→ http://t.cn/zTzcAfF",1
【京城四少风光落魄现状】 “京城四少”风光落魄两重天   王珂多次因欠款成被告   女演员刘涛的“富豪”老公王珂，日前再度因为欠款问题被起诉——包括吴女士在内的3名债权人，向北京市西城区法院起诉，要求王珂归还一辆劳斯莱斯轿车 (通过 @微发现iPhone客户端 发现),-1
我正在#苏州19楼#参与“孩子的书好贵啊”的讨论: 不放心，当当网和亚马逊也可以去看看，苏州有文化市场打7-8折的，不知道吴江有没有 戳→：http://t.cn/zQhwzDu,0
"小米真好,大家好才是真的好[哈哈] 我在:http://t.cn/zQZtOQs",1
"屏幕小也温馨 来自 @搞笑囧图App, 苹果和安卓下载→ http://t.cn/zTzcAfF",1
SHE TOGETHER FOREVER~[爱你][羞嗒嗒][羞嗒嗒][羞嗒嗒][好爱哦],1
皇马卖西瓜，厂子觉得贵，故意说要买苏牙，结果皇马怒了，西瓜不卖了。另外，苏牙听了这个消息真的想来破厂。。。。。狗血的剧情，铁打的主演。阿森纳，说爱你不容易 《太狗血啊！阿森纳报价苏牙激怒伊瓜因 皇马不卖了》  http://t.cn/zQAD8y2  （分享自 @新浪体育）,0
#百度魔图#拼个图玩玩[可爱],1
初一到十五的讲究忌讳。（转自人人网）[足球] http://t.cn/zHDd6IX,0
【世界公认顶级抗衰老食物】1.鲫鱼金枪鱼等鱼肉；2.西兰花；3.冬瓜；4.洋葱；5.豆腐；6.圆白菜；7.苹果；8.胡萝卜；9.牛奶；10.矿泉水；11.贝类含有维生素B12；12.西红柿；13.菠菜；14.橙子；15.麦芽；16.草莓；17.大豆；18.酸奶；19.香菜；20.巧克力；21.马铃薯；22.蘑菇23.鸡蛋；24.核桃,0
夜明珠之谜！夜明珠是一种萤石矿物，发光原因是与它含有稀土元素有关，是矿物内有关的电子移动所致。萤石雕琢成珍珠者即叫夜明珠，能发光的夜明珠不是珠贝蚌所产的珍珠。夜明珠还有许多奥秘，至今还没有被专家们了解。至今仍是尚未彻底揭开的一个千古奇谜。,0
百万富翁梦，十五年后。。。即日起中国银行定期定投基金网银，柜面皆可买入，有网银的，有中行卡的赶紧，加入吧，详情咨询各网点。。。 我在:http://t.cn/zHeTA30 我在:http://t.cn/zQZVdt6,0
正品出国旅行插座组合全球通电源转换插头万能英标苹果充电器特价 http://t.cn/zQvb2q4,0
"【挑水果秘诀】1草莓：别太红，红里带白点最甜。2木瓜：挑鼓肚子，斑点多，微黄偏硬为佳。3橙：要捡沉手的，表皮润滑，底部有“圈”的。4芒果：挑饱满、圆润，不软不硬。5苹果：挑黄里透红，有红丝，“肚脐”深陷的。6葡萄：饱满，梗硬挺。7香蕉：不要挑两头绿色,要圆润无棱。",0
[奥特曼]平时苹果儿用习惯了吧，[哈哈]现在要用华为了吧。[奥特曼]平时砸手机挺爽的吧，[哈哈]现在要用华为了吧。[奥特曼]平时苹果儿连上wifi什么事都能干吧，[哈哈]现在华为啥都干不了吧。。。[泪][泪][泪]我自取其辱啊,1
原来“陶喆”与我的夫妻相指数有85.39%，赶紧来百度魔图试试哪个大咖和你最般配！#大咖配# http://t.cn/zObe4DW #百度魔图#,0
Never mind.I'll find someone like you.  分享了Adele的MV《Someone Like You》 http://t.cn/zQ2NmRV (来自@网易云音乐),0
野花的清香总在城堡的禁锢之外，冠军的脚步总在掌声响起之前。得到和放弃犹如两条平行线，我们在填补欲壑时还得学会忍痛割爱，就如小溪放弃潺潺水韵是为了领略海浪涛天的豪迈，落叶放弃树干是为了神往春天的花开，银烛燃烧完美的躯体是为了驱赶黑暗的阴霾，心灵放弃凡俗的喧嚣是为了拥纳寂静的情怀。,1
http://t.cn/zQAjCNA Esports海涛 涛哥看这个啊！！不能忍啊！！腾讯这也太阴毒了吧,-1
原来“陈意涵”与我的夫妻相指数有67.83%，赶紧来百度魔图试试哪个大咖和你最般配！#大咖配# http://t.cn/zObe4DW #百度魔图#,0
"四排一号见！！！『此时此刻-“新BMW X1。行由我，悦随心。” 许巍巡回演唱会深圳站』,时间是2013.09.07,场馆在华润深圳湾体育中心＂春茧＂体育馆,强烈推荐！分享一下>>>>>> 2013许巍深圳演唱会将于 http://t.cn/zQhmT4E",1
蓝若依｜名媛气质花色雪纺连衣裙，雪纺的仙，花色的甜，勾勒出女性柔美的风采和优雅的气质：http://t.cn/zQPuRQq[鼓掌],1
"【各式各样照片墙】想拥有照片墙的童鞋一定要收了，自己动手，给自己一个美美的家吧~~ [美好]让生活更美好,就关注-@女士教室  吧~",1
奔驰“A级车”高性能版“A 45 AMG 4MATIC”，最大功率265kW（360PS），最大扭矩450N·m。这些数值在目前全球已量产的四缸发动机中均为最大。0-100km/h的加速时间为4.6秒。 http://t.cn/zQhfWEj,1
我今天在#微盘任务#中登录了微盘PC客户端，获得了2G奖励空间，你也来免费领取空间吧 http://t.cn/aoXFJa @微盘 新浪网旗下云存储网盘！,0
【Windows Store现已有450款Metro应用】8月3日有消息称，目前微软的Windows Store中已经有了约450款Metro应用，且主要以游戏和消费类市场应用为主。应用是一个系统生态形成的关键部分，因此微软竭力发展自身商城也是预料中的事。,0
【8招助你睡个好觉】①晚餐清淡，可吃些小米、大枣或莲子；②卧室不放太多绿植，不装修成红色；③床头位置尽量朝北，枕头与肩同高；④每天晒一小时太阳；⑤睡前8小时别喝咖啡；⑥每晚泡脚10分钟；⑦睡前练习腹式呼吸；⑧睡不着可闻闻洋葱或生姜。最后提醒11点前睡觉最健康,0
【中国最美的十大名山盘点】1、南迦巴瓦：云中的天堂；2、贡嘎：风停止了脚步；3、珠穆朗玛：心灵的守望；4、梅里：雪神的仪仗队；5、黄山：上帝的盆景；6、稻城三神山：香格里拉的地标；7、乔戈里：遥远的秘境；8、冈仁波齐：众神的居所 ；9、泰山：华夏图腾；10、峨眉山：从盆地升向天庭。,1
Hi，我正在使用#百度网盘#，给大家分享“盗墓笔记.txt”文件，快来看看吧~ http://t.cn/zQUjYfg,0
#美梦成真#我刚刚参加了美团网的苹果iPhone 5现货抽奖，大家都来碰碰运气吧~[偷笑] @美团 http://t.cn/zHeKd9C,1
您已开通新浪微博！18674319897，点击 http://t.cn/hB8MhD 访问手机版。,0
简易排毒法：1、每天早上侧卧着喝一杯加柠檬的温水，这一动作有利于水经过肝脏，带走在体内沉积了一夜的毒素。2、每天吃一个苹果，它所含的果胶能替我们把从污浊空气中吸进体内的金属废物排出。3、每星期缚1-2次具有排毒功能的面膜，通过肌肤排汗的过程，促进淋巴及血液循环，从而将毒素排出。,0
艾雅淋品质时尚馆  http://t.cn/zHsFlEb 亲爱的 我店经营欧美高端女装的 上面有我淘宝店的名称和网址 我店拥有自己的工厂 批发零售 网店实体 一体的 区别与一些其它的淘宝 店铺，请亲们过看看，会给你意外的惊喜！,1
X 腾讯TM死了一次又一次。。。。。,-1
英国达人秀奶奶唱粗口歌秒杀全场 （分享自 @百度视频） http://t.cn/zQPH73Y,0
你是我心中最美的云彩…… 不玩不知道！轻松搞定成就（小妖组合），我现在很想唱一曲最炫民族风哈！你来你也行！进入游戏http://t.cn/zQ7HoU9,1
【奔驰全新C SportCoupe效果图曝光】随着宝马推出新3系GT之后，奥迪也将基于A4推出全新的Vario车型来抗衡。而做为德系三强中的领导品牌，奔驰也终于计划推出C级SportCoupe车型来抢占市场了，预计这款新车有望在2016年正式发,0
终于知道马刺为什么总决赛输给热火了，石佛在努力备战高考！@RichWong @GEORGE1103 @Thomas光光 @小猪朱龙雨 @MR-斗斗光 有木有？[哈哈][哈哈][哈哈][哈哈],1
【第一次带爷爷去吃麦当劳！】一个在猫扑感动了所有人的帖子！我不知道你有没有被感动，虽然只是些平淡朴实不够优美的文字，但是，我得承认我被感动了。请一定一定记得，孝顺你的父母，千万别等到来不及再后悔！,1
打造一条绿爱流淌的河流：打造一条绿爱流淌的河流     我于8月29日回到家乡，看到青山葱郁，农田丰硕甚是喜人。然目睹玉带河床垃圾遍布，杂草丛生，到处疮痍，河水逐年减少，心中怅然所感，遂作... http://t.cn/zQLd8po （使用新浪长微博工具发布 http://t.cn/zOXAaic）,1
宽松牛仔哈伦裤，松紧设计的裤口，摆脱了单调的同时，更时尚！49元全国包邮疯抢 (链接在评论第一条，淘宝会有很多图片供参考哦),0
【续写1800万传奇 佳能700D套机详测|佳能|套机|镜头_数码_新浪科技_新浪网】“前有强敌，后有追兵”或许是目前入门单反所存在的问题。高端器材的价格不断下降，而在同价位同领域之间无反相机又有逐渐... http://t.cn/zTauxfU,0
我的电脑突然上不起网，真无聊。跟联通维护人员联系后，师傅说马上到，结果突然下起了大雨，当我以为今天就这样无聊的过了的时候，联通的维修师傅竟然冒雨到我家来了，一查修才修才知道是我把线路插头插反了，师傅太敬业了！感谢联通。@中国联通客服 @中国联通重庆客服,1
"#早上好#When you feel overwhelmed, it's okay to say to admit that you're tired; but you should never tell yourself that you can no longer go on. 撑不住的时候，可以对自己说声“我好累”，但永远不要在心里承认说“我不行”。[微信号：wsy-vol]@中国青年报 ",0
分享网易新闻:「美国研究报告称熬夜易发胖」 http://t.cn/zQveKLP @网易新闻客户端,0
【12星座像什么物品】白羊座（傻瓜相机）、金牛座（计算器）、双子座（电脑）、巨蟹座（全自动洗衣机）、狮子座（贵宾卡）、处女座（电动牙刷）、天秤座（香水）、天蝎座（彩妆）、射手座（mp3）、摩羯座（奔驰）、水瓶座（手机）、双鱼座（水晶音乐盒）,0
惠普hp4610喷墨彩色打印机一体机/家用一体传真机/扫描复印机连供 http://t.cn/zQwd5lA 奔腾PW920电动男剃须刀刮胡刀3D浮动三刀头充电递须刀正品特价 http://t.cn/zQwd5lZ 正品怡禾康颈椎按摩器腰部颈部肩部 按摩枕按摩靠垫家用按摩椅垫 http://t.cn/zQPuaoX,0
我刚刚在赶集网发布的信息：361、安踏、特步、和一些品牌尾货，帮我多多转发吧！ http://t.cn/zQPWCri,0
【奥迪A3 MPV效果图 竞争奔驰B级】7月9日，海外媒体曝光了一张奥迪A3 MPV衍生车型的效果图，新车预计会在2015年左右发布，目标对手为奔驰B级以及宝马很快将要推出的1系GT。值得关注的是，这款全新MPV车型将同大众的下一代途安共享大量零部件。,0
爱有购_汇聚所有淘宝爆款，全球最大的中国女性购物社区  http://t.cn/zQ2Gjw4 @mark,0
多久没跟死党一起窝在被窝里尽情的聊、尽情的笑、尽情的哭、尽情的闹、尽情的。。。好怀念——可是，都结婚去了^ω^@交通银行信用卡业务代表刘智焜 咱俩窝不现实的哇，你那么色 我在:http://t.cn/zQPN6Nm,0
【1600万像素摄像头 三星Galaxy S4 Zoom获蓝牙许可证】日前从三星内部透露的消息称三星计划推出一款型号为SM-C1010的相机手机，并以Galaxy S4 Zoom命名。最新证据显示这款设备在5月7日已经拿到Bluetooth SIG联盟颁发的蓝牙许可证，资料上显示SM-C101支持蓝牙4.0技术，类别为“三星移动手机”。,0
[音乐盒] #我正在听# 《Backstage Sally [alternative Version][alternate Take][*]》 http://t.cn/zTAuadT （分享自 @新浪乐库）,0
"之前为小詹詹 ,爆笑笑詹詹 做饼干时的图片…发得有点晚哈…严惠怡，你可以嫁人了。 ,Joess_严惠怡 #美图秀秀iPhone版#",1
2013年世界500强出炉，中国在暗喜，垄断一个14亿人口国家能源的企业，也配叫500强，中石油，中石化，还中国国家电网也叫500强，如果美国联邦电网也算上去，可能中国要丢脸，美国为什么不把国家机构算上去，你比得赢美国电网和联邦储备。羞耻,-1
网易网友:『詹姆斯说；不带这么打脸的！』 分享网易跟贴:「吉诺比利:此生只想效力马刺」 http://t.cn/zQ7Voxe @网易新闻客户端,0
时光的灰烬，散落于红尘，弥漫于心间。忧伤的心就像那伤逝在风中的紫兰花，在孤寂的时候给心灵一个恰到其处地缺口。恰如缘分，也许就是自己在佛前许的一个很美的梦吧。忽然，天空中有流星飞逝，闭眸，对着那流星滑过的夜空，虔诚的许下了一个心愿。,0
移动充啊移动充啊！！！！,0
淘宝直通车优化 lt;br,0
"微信约-炮我都找把“我”写成“莪”的妹子,百发百中!~",0
“姑娘要美，不是为了‘迎合男生’，而是哪怕世界毁灭了，周围只剩下灰烬和一堆小强（据说小强在人类毁灭后还是存活的），姑娘还是想要美的，就是美给自己看。”http://t.cn/zQ2SAqY,1
标普将诺基亚降为“垃圾”级 http://t.cn/zQzPofk,0
我今天在华为网盘签到获得了312M免费永久容量，大家也来试试手气吧 http://t.cn/zWnvu77 @华为网盘官方微博 华为旗下云存储网盘！ http://t.cn/zHkTN5S,0
红色斑点样式的地毯，覆盖卧室的地面，不规则的样式给人带来另类的浪漫之感，搭配白色的床品更突显红色带来的温馨之情。白色创意的茶几，红色的苹果，大大的绿叶，给整个空间带来了淳朴的自然之风。（家居设计、装修、翻新就关注—@翻新装潢网） http://t.cn/h59uMo,1
【分析称奥巴马或伸援手推翻ITC 摘掉苹果禁售令】6月5日消息，据国外媒体报道，6月5日，美国国际贸易委员（ITC）会宣布，苹果部分旧款的iPhone和iPad侵犯三星电子专利，禁止在美国销售。美国科技网站称，美国总统奥巴马有可能推翻ITC的裁决，救苹果一把。,0
一个民族必备的文明要素，三星堆都已具备，只缺文字。学者们对此的争论已有些历史。在祭祀坑中发现了一件价值连城的瑰宝———世界最早的金杖。至于金杖上的图案是图是文，仁智各见，也是它吸引人的地方之一。,0
"我竟然是《小时代》里的【林萧】，好开心啊！！@曲靖女生派,@dengshuyan520,@我就是来玩游戏的 快来【测测你是小时代里的谁】吧，马上来测>> Go~  http://t.cn/zQhmad4",1
转一个zr1000，配8Gwifi卡，相机没用过几次，什么都在，几乎全新，走淘宝，2200，现在手机没有图片，回家后可照发给大家@amy妈卖闲置,0
小米苦瓜粥原料：苦瓜50克，瘦肉50克，粳米150克，黄小米50 克；盐、酒适量，葱姜和麻油少许。做法：苦瓜去瓤洗净，切碎粒；肉切丝；粳米、黄小米洗净备用。锅中水开，先加入葱姜水、少许酒和肉丝，再加入粳米和黄小米；烧开后改用小火，熬至米粒开花，成烂粥，加入苦瓜、盐和麻油即成。,0
原来是苹果  来自@百思不得姐应用  http://t.cn/zQLcHMJ,0
麦当劳的可乐盖子换新样子啦，溢不出水，很人性化[嘻嘻],1
《安徽阜阳千人抢尸 500特警战1000余百姓抢尸》 (来自 @手机搜狐) http://t.cn/zQ7D2Xa,0
#岁月如酒#【张中行《酒》】陶渊明不只喜欢喝，而且为饮酒做了诗，标题就用《饮酒》，多到二十首，小序中有这样的话：“偶有名酒，无夕不饮，顾影独尽，忽焉复醉。”以常情衡之，够瞧的了。他在《挽歌诗》里还说：“但恨在世时，饮酒不得足。”,0
抵消96元是不能当电话费用的吗？难怪我手机费用那么多，感觉没怎么打就没有费了〜〜〜@中国联通,0
太残暴了！2009季后赛火箭对湖人火爆场面   http://t.cn/zQLT1M4  （分享自 @新浪视频）,0
济南客人的一对卡地亚 山度士 桑托斯 已经发货了，一对情侣 很漂亮，男士大号黑色 ，女士小号 粉色。 喜欢的加微信吧 2865055733,1
墙面上除了美丽的装饰画，窗帘也可以是很美的装饰，拥有窗户的小厨房，大可以为其换上美丽的厨房窗帘，而白色的厨房，配上蓝色碎花薄型窗帘，就颇为清新。,1
法国人：解决中国人的面子问题（欧莱雅、LV)；德国人：解决中国人的车子问题（奥迪、奔驰、宝马、大众）；英国人：解决中国人下一代的问题（教育）；美国人：解决中国人的票子问题（上市、国债）；意大利：解决中国人的包装问题（时装、鞋子）；日本：解决中国人的性教育问题。。。,0
凌乱了，想组团去乌克兰的举手。。。。（BY 人人网友 克子◎=w=的相册）,0
"【丽鹏股份(002374)股票行情_新浪财经_新浪网】新浪财经为您提供丽鹏股份(002374)股票实时行情走势,实时资金流向,实时新闻资讯,研究报告,股吧互动,交易信息,个股点评,公告,财务指标分析等... http://t.cn/hbLg5Y",0
苹果是大家熟识的水果，但是大家听说过苹果花么？苹果花呈白色喇叭状，非常漂亮，那类似西洋花的果实，我们用纸巾就能DIY一朵苹果花，有兴趣的同学一起来试试吧！,1
#代购#这是此次上新的产品，有些产品价格有变动，有很多很推荐的新品，询价请私信或微信ctc_1993😍[噢耶]每个产品的具体信息和图将会在晚上发~（因为白天要写作业[泪流满面]）,0
